"File","rdf:RDF - edm:ProvidedCHO - rdf:about","rdf:RDF - edm:ProvidedCHO - dc:type - skos:Concept - rdf:about","dc:type_URI","rdf:RDF - edm:ProvidedCHO - dcterms:medium - rdf:resource","dcterms:medium_URI","rdf:RDF - edm:ProvidedCHO - dcterms:medium","rdf:RDF - edm:ProvidedCHO - edmfp:technique - rdf:resource","edmfp:technique_URI","rdf:RDF - edm:ProvidedCHO - edmfp:technique","rdf:RDF - edm:ProvidedCHO - edmfp:technique - xml:lang","rdf:RDF - edm:ProvidedCHO - dcterms:creator - edm:Agent - skos:prefLabel - xml:lang","rdf:RDF - edm:ProvidedCHO - dc:description - xml:lang","rdf:RDF - edm:ProvidedCHO - dc:description","rdf:RDF - edm:ProvidedCHO - dc:identifier","rdf:RDF - edm:ProvidedCHO - dc:title - xml:lang","rdf:RDF - edm:ProvidedCHO - dc:title","rdf:RDF - edm:ProvidedCHO - edm:type","rdf:RDF - edm:ProvidedCHO - dcterms:created - xml:lang","rdf:RDF - edm:ProvidedCHO - dcterms:created","rdf:RDF - ore:Aggregation - rdf:about","rdf:RDF - ore:Aggregation - edm:aggregatedCHO - rdf:resource","rdf:RDF - ore:Aggregation - edm:dataProvider - edm:Agent - skos:prefLabel - xml:lang","rdf:RDF - ore:Aggregation - edm:dataProvider - edm:Agent - skos:prefLabel","rdf:RDF - ore:Aggregation - edm:hasView - edm:WebResource - rdf:about","rdf:RDF - ore:Aggregation - edm:isShownAt - edm:WebResource - rdf:about","rdf:RDF - ore:Aggregation - edm:isShownBy - edm:WebResource - rdf:about","rdf:RDF - ore:Aggregation - edm:provider - edm:Agent - rdf:about","rdf:RDF - ore:Aggregation - edm:provider - edm:Agent - skos:prefLabel","rdf:RDF - ore:Aggregation - edm:rights - rdf:resource"
"Item_34264669.xml","https://modemuze.nl/localID/europeana-fashion/ZOV-02609","","","","http://vocab.getty.edu/aat/300014067","katoen","","","katoen","","nl","nl","Wit katoenen babyjak met Zaans stikwerk. Het jak heeft een vierkante hals en mouwen met een punt voor om de ellebogen. Het jak wordt aan de achterkant met zes katoenen keperbanden gesloten. Wit gekeperde katoen gevoerd met linnen. Het jasje is uit één lap gemaakt (geen zijnaden), de ingezette mouwtjes zijn in vorm geknipt met een duidelijke elleboog. Van achteren open en een sluiting van drie stel keperbandjes. Het jasje heeft een vierkante hals. Het patroon van het Zaans stikwerk is op maat gemaakt voor dit jasje en bestaat uit vrij grote bloempatronen, die verwant zijn aan die van Dresdener witwerk. Een doorlopend symmetrisch patroon van een medaillon, twee rozen, hoekvulling en een rand met vlechtbandmotief. Bloemenpatroon op de mouwtjes, waarvan de onderrand niet is bewerkt. De ondergrond van voor- en achterpand is onbewerkt gelaten; de ondergrond van de mouwen is wel met tunneltjes opgevuld. De onderkant van het jasje is afgewerkt met linnenband. De stof van de mouwtjes is tegen elkaar ingeslagen en vastgezoomd.","ZOV-02609","nl","Wit katoenen babyjak met Zaans stikwerk","IMAGE","nl","1775/1799","localID/europeana-fashion/Aggregation_ZOV-02609","localID/europeana-fashion/ZOV-02609","nl","Zaans Museum","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=ZOV-02609.jpg","https://zaansweb.adlibhosting.com/search/simple","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=ZOV-02609.jpg","http://www.europeanafashion.eu/","Europeana Fashion","http://creativecommons.org/publicdomain/zero/1.0/"
"Item_34264669.xml","","http://thesaurus.europeanafashion.eu/thesaurus/10987","","http://thesaurus.europeanafashion.eu/thesaurus/10354","","katoen","","","borduren","nl","","","","","","","","","","","","","","","","","","",""
"Item_34264669.xml","","","","","","","http://thesaurus.europeanafashion.eu/thesaurus/10428","","borduren","","","","","","","","","","","","","","","","","","","",""
"Item_34264670.xml","https://modemuze.nl/localID/europeana-fashion/ZOV-02722","","","","http://vocab.getty.edu/aat/300231565","textiel","","","textiel","","nl","nl","Fijn breiwerk van blauwe zijde. patroon: ruiten, waarin afwisselend een kroon 2 vogeltjes, en een rozet. Garnering: Punt gevoerd met witte zijde waaop   bloemenborduursel in rood,bruin,groen,geel,blauw,wit en gouddraad  Langs rand een strook naaldkant met takjespatroon en geschulpte rand. Techniek:Handbreiwerk ( M1 en M2)","ZOV-02722","nl","Paar gebreide blauw/zijden mitaines","IMAGE","nl","1775/1799","localID/europeana-fashion/Aggregation_ZOV-02722","localID/europeana-fashion/ZOV-02722","nl","Zaans Museum","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=zov-02722.jpg","https://zaansweb.adlibhosting.com/search/simple","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=zov-02722.jpg","http://www.europeanafashion.eu/","Europeana Fashion","http://creativecommons.org/publicdomain/zero/1.0/"
"Item_34264670.xml","","http://thesaurus.europeanafashion.eu/thesaurus/10245","","","http://vocab.getty.edu/aat/300231565","textiel","","","","","","","","","","","","","","","","","","","","","","",""
"Item_34264671.xml","https://modemuze.nl/localID/europeana-fashion/ZOV-02790","","","","http://vocab.getty.edu/aat/300231565","textiel","","","textiel","","nl","nl","Paar manchetten of mouwstroken van zephyr. Valenciennes met een cinq trous- of spiegelgrond. Rond model, met fijne plooien aan een linnen bandje. Versierd met een brede strook Binche kloskant in rankenpatroon.","ZOV-02790","nl","Manchetten of mouwstroken","IMAGE","nl","1725/1775","localID/europeana-fashion/Aggregation_ZOV-02790","localID/europeana-fashion/ZOV-02790","nl","Zaans Museum","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=ZOV-02790.jpg","https://zaansweb.adlibhosting.com/search/simple","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=ZOV-02790.jpg","http://www.europeanafashion.eu/","Europeana Fashion","http://creativecommons.org/publicdomain/zero/1.0/"
"Item_34264671.xml","","http://thesaurus.europeanafashion.eu/thesaurus/10053","","","http://vocab.getty.edu/aat/300231565","textiel","","","handnaaiwerk","nl","","","","","","","","","","","","","","","","","","",""
"Item_34264671.xml","","","","","","","http://thesaurus.europeanafashion.eu/thesaurus/10692","","handnaaiwerk","","","","","","","","","","","","","","","","","","","",""
"Item_34264672.xml","https://modemuze.nl/localID/europeana-fashion/ZOV-03000","","","","http://vocab.getty.edu/aat/300231565","textiel","","","textiel","","nl","nl","Doorgestikte rok, blauw. Wijd uitlopend model, met glad heupstuk, split middenachter. De rok is geheel doorgestikt in een patroon van ruiten en golvende bladrangen. Afgewerkt met een blauw koordje en gele voering.","ZOV-03000","nl","Doorgestikte rok","IMAGE","nl","1780/1820","localID/europeana-fashion/Aggregation_ZOV-03000","localID/europeana-fashion/ZOV-03000","nl","Zaans Museum","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=ZOV-03000.jpg","https://zaansweb.adlibhosting.com/search/simple","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=ZOV-03000.jpg","http://www.europeanafashion.eu/","Europeana Fashion","http://creativecommons.org/publicdomain/zero/1.0/"
"Item_34264672.xml","","http://thesaurus.europeanafashion.eu/thesaurus/10035","","","http://vocab.getty.edu/aat/300231565","textiel","","","","","","","","","","","","","","","","","","","","","","",""
"Item_34264673.xml","https://modemuze.nl/localID/europeana-fashion/ZOV-03094","","","","http://vocab.getty.edu/aat/300243428","zijde","","","zijde","","nl","nl","Fragment van een zijde gestikte rok, lap stof. Eén zijde is afgewerkt of doorgestikt, de andere drie zijde zijn niet afgewerkt. Achterzijde wit/creme en de voorzijde is blauw van kleur. Gevoerd met wit linnen, opgevuld met wol. Geheel is met de hand doorgestikt. Aan één zijde ingeknipt voor split.","ZOV-03094","nl","Fragment van een zijde gestikte rok, lap stof","IMAGE","nl","1800/1899","localID/europeana-fashion/Aggregation_ZOV-03094","localID/europeana-fashion/ZOV-03094","nl","Zaans Museum","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=ZOV-03094.jpg","https://zaansweb.adlibhosting.com/search/simple","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=ZOV-03094.jpg","http://www.europeanafashion.eu/","Europeana Fashion","http://creativecommons.org/publicdomain/zero/1.0/"
"Item_34264673.xml","","http://thesaurus.europeanafashion.eu/thesaurus/10297","","http://thesaurus.europeanafashion.eu/thesaurus/10352","","zijde","","","","","","","","","","","","","","","","","","","","","","",""
"Item_34264674.xml","https://modemuze.nl/localID/europeana-fashion/ZOV-04093.01","","","","http://vocab.getty.edu/aat/300231565","textiel","","","textiel","","nl","nl","Blauw en zwart geruit zijden jak of kassekien. Zijde, blauw met wit en zwarte ruiten. Model driekwart lang. Voorpanden uit één stuk, middenachter naad. Wijd schootje. Plooien in taille en zijnaad. Halflange mouw met losse     elleboogstukken afgezet met ruches. Voorsluiting  met negen haken en ogen. Tailleband. Diep rechte halsuitsnijding met bies afgezet. Achter rechthoekige ondiepe halsuitsnmijding. Voering van zwart en grijs geruite gekalanderd linnen.","ZOV-04093.01","nl","Blauw en zwart geruit zijden jak of kassekien","IMAGE","nl","1785/1799","localID/europeana-fashion/Aggregation_ZOV-04093.01","localID/europeana-fashion/ZOV-04093.01","nl","Zaans Museum","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=ZOV-04093.01.jpg","https://zaansweb.adlibhosting.com/search/simple","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=ZOV-04093.01.jpg","http://www.europeanafashion.eu/","Europeana Fashion","http://creativecommons.org/publicdomain/zero/1.0/"
"Item_34264674.xml","","http://thesaurus.europeanafashion.eu/thesaurus/10042","","","http://vocab.getty.edu/aat/300231565","textiel","","","","","","","","","","","","","","","","","","","","","","",""
"Item_34264675.xml","https://modemuze.nl/localID/europeana-fashion/ZOV-04097","","","","http://vocab.getty.edu/aat/300231565","textiel","","","textiel","","nl","nl","Luifelhoed met brede rand en achterflap van katoen en buitenzijde bekleed met changeantzijde. Blauw en wit van kleur. Model: Brede rand, hard van voren en hangt van achteren omlaag. Middenstuk afgezet met wit zijden lint, waarvan lange einden links en rechts naar beneden over de rand afhangen. Binnen in de hoed twee linten om hoed via de kin vast te binden.","ZOV-04097","nl","Luifelhoed met brede rand en achterflap","IMAGE","","","localID/europeana-fashion/Aggregation_ZOV-04097","localID/europeana-fashion/ZOV-04097","nl","Zaans Museum","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=zov-04097.jpg","https://zaansweb.adlibhosting.com/search/simple","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=zov-04097.jpg","http://www.europeanafashion.eu/","Europeana Fashion","http://creativecommons.org/publicdomain/zero/1.0/"
"Item_34264675.xml","","http://thesaurus.europeanafashion.eu/thesaurus/10188","","","http://vocab.getty.edu/aat/300231565","textiel","","","","","","","","","","","","","","","","","","","","","","",""
"Item_34264676.xml","https://modemuze.nl/localID/europeana-fashion/ZOV-04611","","","","http://vocab.getty.edu/aat/300014069","linnen","","","linnen","","nl","nl","Wit katoenen babyjasje met Zaans Stikwerk. Het babyjasje is aan de achterkant open is en wordt gesloten met drie paar linnen bandjes. Het jasje is uit één lap gemaakt (geen zijnaden), de ingezette mouwtjes zijn recht van model. De hals is aan voor-en achterkant V-vormig. Middenvoor aan de onderkant loopt het jasje wat rond. Het patroon van het Zaans Stikwerk is op maat gemaakt voor dit jasje. Middenvoor is het patroon asymmetrisch en bestaat uit blad- en bloemranken (tulp, anjers en margrieten). De randen van het jasje rondom zijn iets afwijkend van patroon en de ondergrond hiervan is onbewerkt gelaten. De stof van boven- en onderkant is tegen elkaar ingeslagen. Het met potlood opgebrachte patroon is nog goed te zien. Waarschijnlijk is het jasje nooit gewassen.","ZOV-04611","nl","Wit katoenen babyjasje met Zaans Stikwerk","IMAGE","nl","1700/1799","localID/europeana-fashion/Aggregation_ZOV-04611","localID/europeana-fashion/ZOV-04611","nl","Zaans Museum","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=ZOV-04611.jpg","https://zaansweb.adlibhosting.com/search/simple","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=ZOV-04611.jpg","http://www.europeanafashion.eu/","Europeana Fashion","http://creativecommons.org/publicdomain/zero/1.0/"
"Item_34264676.xml","","http://thesaurus.europeanafashion.eu/thesaurus/10436","","http://thesaurus.europeanafashion.eu/thesaurus/10355","","linnen","","","","","","","","","","","","","","","","","","","","","","",""
"Item_34264677.xml","https://modemuze.nl/localID/europeana-fashion/ZOV-04864","","","","http://vocab.getty.edu/aat/300231565","textiel","","","textiel","","nl","nl","Wollen spiegeldamasten rok of wagd, blauw met een ingeweven grijs bloemmotief en granaatappelornament. Platte plooien aan achterzijde, glad buikstuk. Taille afgezet met blauw wollen band. Zoom afgezet met bruin band. Splitten links- en rechtsvoor, sluiten met haak en oog en lusje.","ZOV-04864","nl","Wollen spiegeldamasten rok of wagd","IMAGE","nl","1750/1849","localID/europeana-fashion/Aggregation_ZOV-04864","localID/europeana-fashion/ZOV-04864","nl","Zaans Museum","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=zov-04864.jpg","https://zaansweb.adlibhosting.com/search/simple","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=zov-04864.jpg","http://www.europeanafashion.eu/","Europeana Fashion","http://creativecommons.org/publicdomain/zero/1.0/"
"Item_34264677.xml","","http://thesaurus.europeanafashion.eu/thesaurus/10035","","","http://vocab.getty.edu/aat/300231565","textiel","","","","","","","","","","","","","","","","","","","","","","",""
"Item_34264678.xml","https://modemuze.nl/localID/europeana-fashion/ZOV-04865","","","","http://vocab.getty.edu/aat/300231565","textiel","","","textiel","","nl","nl","Wollen spiegeldamasten rok of wagd, blauw met een grijs bloem- en granaatappelpatroon. Wijde model, voorzijde ongeplooid en aan de achterzijde plooien van 2 cm diepte. In band merk HB (rood op wit). Taille afgewerkt met grijs/blauw wollen band. Onderzijde gedeeltelijk afgewerkt met dun grijs koordje. Split rechtsvoor sluit met haak. Bovenkant versteld en verlengd.","ZOV-04865","nl","Wollen spiegeldamasten rok of wagd","IMAGE","nl","1750/1849","localID/europeana-fashion/Aggregation_ZOV-04865","localID/europeana-fashion/ZOV-04865","nl","Zaans Museum","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=zov-04865.jpg","https://zaansweb.adlibhosting.com/search/simple","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=zov-04865.jpg","http://www.europeanafashion.eu/","Europeana Fashion","http://creativecommons.org/publicdomain/zero/1.0/"
"Item_34264678.xml","","http://thesaurus.europeanafashion.eu/thesaurus/10035","","","http://vocab.getty.edu/aat/300231565","textiel","","","","","","","","","","","","","","","","","","","","","","",""
"Item_34264679.xml","https://modemuze.nl/localID/europeana-fashion/ZOV-04866","","","","http://vocab.getty.edu/aat/300231565","textiel","","","textiel","","nl","nl","Wollen spiegeldamasten rok of wagd, groen met in grijs bloemmotieven. Wijd model met aan beide zijde een split. Taille afgezet met groen wollen band, onderzoom met groen koordje. Voorzijde ongeplooid, achterzijde met 5 cm diepe plooien. Resten van oprijg onder. Splitten sluiten met haak en oog of twee lusjes. Gemerkt HB in rood wit.","ZOV-04866","nl","Wollen spiegeldamasten rok of wagd","IMAGE","nl","1750/1849","localID/europeana-fashion/Aggregation_ZOV-04866","localID/europeana-fashion/ZOV-04866","nl","Zaans Museum","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=zov-04866.jpg","https://zaansweb.adlibhosting.com/search/simple","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=zov-04866.jpg","http://www.europeanafashion.eu/","Europeana Fashion","http://creativecommons.org/publicdomain/zero/1.0/"
"Item_34264679.xml","","http://thesaurus.europeanafashion.eu/thesaurus/10035","","","http://vocab.getty.edu/aat/300231565","textiel","","","","","","","","","","","","","","","","","","","","","","",""
"Item_34264680.xml","https://modemuze.nl/localID/europeana-fashion/ZOV-04867","","","","http://vocab.getty.edu/aat/300231565","textiel","","","textiel","","nl","nl","Wollen spiegeldamasten rok of wagd, blauw  met ingeweven grijs bloem- en granaatappelmotief. Voorzijde licht geplooid. Achterzijde 3 cm diepe plooien. Split aan beide zijden. Bovenzijde afgewerkt met blauw wollen bandje, onderzoom met bruin wollen band. Sluiting splitten haak en oog of lusje.","ZOV-04867","nl","Wollen spiegeldamasten rok of wagd","IMAGE","nl","1750/1849","localID/europeana-fashion/Aggregation_ZOV-04867","localID/europeana-fashion/ZOV-04867","nl","Zaans Museum","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=zov-04867.jpg","https://zaansweb.adlibhosting.com/search/simple","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=zov-04867.jpg","http://www.europeanafashion.eu/","Europeana Fashion","http://creativecommons.org/publicdomain/zero/1.0/"
"Item_34264680.xml","","http://thesaurus.europeanafashion.eu/thesaurus/10035","","","http://vocab.getty.edu/aat/300231565","textiel","","","","","","","","","","","","","","","","","","","","","","",""
"Item_34264681.xml","https://modemuze.nl/localID/europeana-fashion/ZOV-05042","","","","http://vocab.getty.edu/aat/300231565","textiel","","","textiel","","nl","nl","Katoenen kassekien of jak, met bloem en bladmotieven in de kleuren rood, blauw, groen, paars en bruin.  Driekwart model met halflange mouwen, wordt met bandjes aangeregen. Ronde hals met plooitjes. Achterpand vanuit midden geplooid. Sluiting met losse binnen voorpandjes en koordje door hals en taillelijn buitenvoorpanden.","ZOV-05042","nl","Katoenen kassekien of jak","IMAGE","nl","1800/1824","localID/europeana-fashion/Aggregation_ZOV-05042","localID/europeana-fashion/ZOV-05042","nl","Zaans Museum","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=ZOV-05042.jpg","https://zaansweb.adlibhosting.com/search/simple","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=ZOV-05042.jpg","http://www.europeanafashion.eu/","Europeana Fashion","http://creativecommons.org/publicdomain/zero/1.0/"
"Item_34264681.xml","","http://thesaurus.europeanafashion.eu/thesaurus/10042","","","http://vocab.getty.edu/aat/300231565","textiel","","","","","","","","","","","","","","","","","","","","","","",""
"Item_34264682.xml","https://modemuze.nl/localID/europeana-fashion/ZOV-05048","","","","http://vocab.getty.edu/aat/300231565","textiel","","","textiel","","nl","nl","Katoenen sitsen jak voor een baby, met een voering van linnen. De sits heeft een wit fond met groot bloemmotief in rood, bruin en blauw. Sluiting middenachter met drie groene zijden bandjes. Mouwtjes versierd met beige zijden geplooide bandjes. Aan de voorzijde zijn bij de hals drie knoopsgaten met groen garen afgezet. De mouwtjes uit zijn uit twee stukken samengevoegd.","ZOV-05048","nl","Jak voor een baby","IMAGE","nl","1700/1799","localID/europeana-fashion/Aggregation_ZOV-05048","localID/europeana-fashion/ZOV-05048","nl","Zaans Museum","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=zov-05048.jpg","https://zaansweb.adlibhosting.com/search/simple","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=zov-05048.jpg","http://www.europeanafashion.eu/","Europeana Fashion","http://creativecommons.org/publicdomain/zero/1.0/"
"Item_34264682.xml","","http://thesaurus.europeanafashion.eu/thesaurus/10436","","","http://vocab.getty.edu/aat/300231565","textiel","","","","","","","","","","","","","","","","","","","","","","",""
"Item_34264683.xml","https://modemuze.nl/localID/europeana-fashion/ZOV-05321","","","","http://vocab.getty.edu/aat/300231565","textiel","","","textiel","","nl","nl","Zijde kassekien. Model driekwart lang met halflange mouw. Grijslblauw ruitmotief met bruine bloemen. Effen lichtblauwe voering, gekalanderd. Voorpanden uit één stuk. Voorsluiting van vijf haakjes en oogjes. Op de rug een diepe hals in V vorm.","ZOV-05321","nl","Zijde kassekien","IMAGE","nl","1750/1799","localID/europeana-fashion/Aggregation_ZOV-05321","localID/europeana-fashion/ZOV-05321","nl","Zaans Museum","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=ZOV-05321b.jpg","https://zaansweb.adlibhosting.com/search/simple","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=ZOV-05321b.jpg","http://www.europeanafashion.eu/","Europeana Fashion","http://creativecommons.org/publicdomain/zero/1.0/"
"Item_34264683.xml","","http://thesaurus.europeanafashion.eu/thesaurus/10042","","","http://vocab.getty.edu/aat/300231565","textiel","","","","","","","","","","","","","","","","","","","","","","",""
"Item_34264684.xml","https://modemuze.nl/localID/europeana-fashion/ZOV-05344","","","","http://vocab.getty.edu/aat/300231565","textiel","","","textiel","","nl","nl","Katoenen kleed met tamboereerwerk van zijde in sitspatroon, tulpmotief in de kleuren rood, geel, groen, blauw en bruin.","ZOV-05344","nl","Katoenen kleed met tamboereerwerk in sitspatroon","IMAGE","nl","1775/1800","localID/europeana-fashion/Aggregation_ZOV-05344","localID/europeana-fashion/ZOV-05344","nl","Zaans Museum","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=ZOV-05344.jpg","https://zaansweb.adlibhosting.com/search/simple","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=ZOV-05344.jpg","http://www.europeanafashion.eu/","Europeana Fashion","http://creativecommons.org/publicdomain/zero/1.0/"
"Item_34264684.xml","","http://thesaurus.europeanafashion.eu/thesaurus/10297","","","http://vocab.getty.edu/aat/300231565","textiel","","","","","","","","","","","","","","","","","","","","","","",""
"Item_34264685.xml","https://modemuze.nl/localID/europeana-fashion/ZOV-05375","","","","http://vocab.getty.edu/aat/300231565","textiel","","","textiel","","nl","nl","Een goudkleurige tas, ook wel reticule genoemd. Rechthoekig model met een sluiting van écru lint door de bovenzoom. De voering is van naturel linnen. Goudkleurig fond met aan beide zijden borduurwerk met boom, toren en bootjes op water en twee personen. Zijkanten en onderkant afgewerkt met écru-zijden bies. Aan sluitkoord kwastjes van zijde en zilverdraad.","ZOV-05375","nl","Goudkleurige tas, ook wel reticule genoemd","IMAGE","","","localID/europeana-fashion/Aggregation_ZOV-05375","localID/europeana-fashion/ZOV-05375","nl","Zaans Museum","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=ZOV-05375.JPG","https://zaansweb.adlibhosting.com/search/simple","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=ZOV-05375.JPG","http://www.europeanafashion.eu/","Europeana Fashion","http://creativecommons.org/publicdomain/zero/1.0/"
"Item_34264685.xml","","http://thesaurus.europeanafashion.eu/thesaurus/10134","","","http://vocab.getty.edu/aat/300231565","textiel","","","","","","","","","","","","","","","","","","","","","","",""
"Item_34264686.xml","https://modemuze.nl/localID/europeana-fashion/ZOV-05473.01","","","","http://vocab.getty.edu/aat/300231565","textiel","","","textiel","","nl","nl","Jak voor een baby van katoen en linnen. Gestreeptje rode en witte stof, met patroontjes in de banen. Langs hals, mouwen en voor- en achterzijde groen soutache. Sluiting aan de achterzijde met groene knoopjes en groene bandjes. Voering van wit linnen.","ZOV-05473.01","nl","Jak voor een baby van katoen en linnen","IMAGE","nl","1800/1824","localID/europeana-fashion/Aggregation_ZOV-05473.01","localID/europeana-fashion/ZOV-05473.01","nl","Zaans Museum","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=ZOV-05473.01.jpg","https://zaansweb.adlibhosting.com/search/simple","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=ZOV-05473.01.jpg","http://www.europeanafashion.eu/","Europeana Fashion","http://creativecommons.org/publicdomain/zero/1.0/"
"Item_34264686.xml","","http://thesaurus.europeanafashion.eu/thesaurus/10436","","","http://vocab.getty.edu/aat/300231565","textiel","","","","","","","","","","","","","","","","","","","","","","",""
"Item_34264687.xml","https://modemuze.nl/localID/europeana-fashion/ZOV-05473.02","","","","http://vocab.getty.edu/aat/300231565","textiel","","","textiel","","nl","nl","Jak voor een baby van katoen en linnen. Gestreeptje rode en witte stof, met patroontjes in de banen. Langs hals, mouwen en voor- en achterzijde groen soutache. De mouwen hebben een varkensoor. Sluiting aan de achterzijde met groene knoopjes en groene bandjes. Voering van wit linnen.","ZOV-05473.02","nl","Jak voor een baby van katoen en linnen","IMAGE","nl","1800/1824","localID/europeana-fashion/Aggregation_ZOV-05473.02","localID/europeana-fashion/ZOV-05473.02","nl","Zaans Museum","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=ZOV-05473.02.jpg","https://zaansweb.adlibhosting.com/search/simple","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=ZOV-05473.02.jpg","http://www.europeanafashion.eu/","Europeana Fashion","http://creativecommons.org/publicdomain/zero/1.0/"
"Item_34264687.xml","","http://thesaurus.europeanafashion.eu/thesaurus/10436","","","http://vocab.getty.edu/aat/300231565","textiel","","","","","","","","","","","","","","","","","","","","","","",""
"Item_34264688.xml","https://modemuze.nl/localID/europeana-fashion/ZOV-05474","","","","http://vocab.getty.edu/aat/300231565","textiel","","","textiel","","nl","nl","Jak voor een baby van roze zijde met een wit linnen voering. Het lijfje is gemaakt uit één stuk. Aangezette mouwen met een kort splitje. Halsje, mouwen en achterzijde afgewerkt met wit koordje. Sluiting met twee keer 14 nestelgaatjes en een wit koordje.","ZOV-05474","nl","Jak voor een baby van roze zijde","IMAGE","","","localID/europeana-fashion/Aggregation_ZOV-05474","localID/europeana-fashion/ZOV-05474","nl","Zaans Museum","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=zov-05474.jpg","https://zaansweb.adlibhosting.com/search/simple","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=zov-05474.jpg","http://www.europeanafashion.eu/","Europeana Fashion","http://creativecommons.org/publicdomain/zero/1.0/"
"Item_34264688.xml","","http://thesaurus.europeanafashion.eu/thesaurus/10436","","","http://vocab.getty.edu/aat/300231565","textiel","","","","","","","","","","","","","","","","","","","","","","",""
"Item_34264689.xml","https://modemuze.nl/localID/europeana-fashion/ZOV-05475","","","","http://vocab.getty.edu/aat/300231565","textiel","","","textiel","","nl","nl","Zijden jak voor een baby. Recht model met het lijfje uit één stuk. Aangezette mouwen met splitje. Witte, paarse en citroenkleurige verticale strepen. Langs de hals en mouwen groen koordje. Sluiting aan de achterzijde met nestelgaatjes en groen vetertje. Linnen voering.","ZOV-05475","nl","Zijden jak voor een baby","IMAGE","nl","1775/1799","localID/europeana-fashion/Aggregation_ZOV-05475","localID/europeana-fashion/ZOV-05475","nl","Zaans Museum","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=zov-05475.jpg","https://zaansweb.adlibhosting.com/search/simple","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=zov-05475.jpg","http://www.europeanafashion.eu/","Europeana Fashion","http://creativecommons.org/publicdomain/zero/1.0/"
"Item_34264689.xml","","http://thesaurus.europeanafashion.eu/thesaurus/10436","","","http://vocab.getty.edu/aat/300231565","textiel","","","","","","","","","","","","","","","","","","","","","","",""
